sentenceID,sentence,antecedent,consequent,antecedent_startid,antecedent_endid,consequent_startid,consequent_endid
200964,"Had it not been for Mr. Trump's desire to interfere with the F.B.I.'s pursuit of the man who led chants of ""lock her up"" at the Republican National Convention - and the subsequent firing of James Comey over his refusal to let go of the broader counterintelligence investigation - Mr. Mueller would not have been appointed..","Had it not been for Mr. Trump's desire to interfere with the F.B.I.'s pursuit of the man who led chants of ""lock her up"" at the Republican National Convention",Mr. Mueller would not have been appointed,0,157,280,320
200965,"I responded that if someone had told me I was a victim when I was a kid, I would never have made it to the Air Force, where I served for eight years, or to Yale.",I responded that if someone had told me I was a victim when I was a kid,"I would never have made it to the Air Force, where I served for eight years, or to Yale",0,70,73,159
200966,"If he had not budged, he says, the Republicans would have let everyone's taxes risea blow not only to taxpayers but also to economic growth.",If he had not budged,the Republicans would have let everyone's taxes risea blow not only to taxpayers but also to economic growth,0,19,31,138
200967,"When I say that I now notice how alleviating anxiety has been a major driver in my life, I'm turning my attention to the things I might have done had I not devoted so much attention to staying calm.",had I not devoted so much attention to staying calm,I'm turning my attention to the things I might have done,146,196,89,144
200968,"Shareholders had never been keen on the flotation, which would have diluted their returns from the division that contributes most to Credit Suisses profits.",which would have diluted their returns from the division that contributes most to Credit Suisses profits,Shareholders had never been keen on the flotation,51,154,0,48
200969,"If these early experiments were successful, research in animals and humans would have followed.",If these early experiments were successful,research in animals and humans would have followed,0,41,44,93
200970,"He was planning in running in the special election which would have been necessary had KBH resigned to run for governor last year, and received Jim DeMint's very meaningful endorsement at that time.",had KBH resigned to run for governor last year,He was planning in running in the special election,83,128,0,49
200971,"If she had 216 votes, this bill would be long gone, and remember, they tried to do this in June and July of last year, if they had the votes then, it would be law.",if they had the votes then,it would be law,119,144,147,161
200972,"Leaving no one behind, left out, looked down on."" And this one: ""Think about how different it would be if we reached beyond our base to represent a broader spectrum of opinions and interests.",if we reached beyond our base to represent a broader spectrum of opinions and interests,how different it would be,103,189,77,101
200973,"""So even if he can spend infinite money, it doesn't follow that he can use that money to condemn property,"" Somin said, adding that the administration would then be limited to building the predicted wall on land the federal government already own.",even if he can spend infinite money,it doesn't follow that he can use that money to condemn property,4,38,41,104
200974,"Maybe God did send those geese just to bolster Glenn Beck's ego, though it would have looked more like divine intervention if they'd flown in the shape of, say, a pretzel.","if they'd flown in the shape of, say, a pretzel",it would have looked more like divine intervention,123,169,72,121
200975,"Instead, look at the steady deterioration you would have experienced if you invested $100 each in three of the largest for-profit educators at the time: Corinthian Colleges (UNKNOWN:COCOQ.DL), ITT Tech.","if you invested $100 each in three of the largest for-profit educators at the time: Corinthian Colleges (UNKNOWN:COCOQ.DL), ITT Tech",look at the steady deterioration you would have experienced,69,200,9,67
200976,Investors will do well to pay attention to ESG even if there had been no clear consensus on how to approach the theme from an investment perspective which is what they currently do in practice.,even if there had been no clear consensus on how to approach the theme from an investment perspective,Investors will do well to pay attention to ESG,47,147,0,45
200977,"Stephen Kaye, the director of the Community Living Policy Center at the University of California, San Francisco, recently examined how much less might have been budgeted for those services and others for people with physical and other nondevelopmental disabilities if the House bill's caps had been in existence from 2001 to 2013.",if the House bill's caps had been in existence from 2001 to 2013,"Stephen Kaye, the director of the Community Living Policy Center at the University of California, San Francisco, recently examined how much less might have been budgeted for those services and others for people with physical and other nondevelopmental disabilities",265,328,0,263
200978,"But if, with perfect hindsight, macro funds had decided at the start of 2009 that central banks' low interest rates would reflate risky assets, they would have bought up stocks and developed market government bonds.","if, with perfect hindsight, macro funds had decided at the start of 2009 that central banks' low interest rates would reflate risky assets",they would have bought up stocks and developed market government bonds,4,141,144,213
200979,Of course he may have been able to pull it off had he left out the gratuitous dig at the people who opposed the war.,had he left out the gratuitous dig at the people who opposed the war,he may have been able to pull it off,47,114,10,45
200980,"For the most part the other REITs managed by The RMR Group have maintained per-share FFO a bit better, but all could have seen much more meaningful growth if it weren't for share count inflation.",if it weren't for share count inflation,all could have seen much more meaningful growth,155,193,107,153
200981,"Worker's comp is optional in Texas, so workers who are injured on the job are often stuck with massive bills and lingering effects that could have been treated had they had money for care.",had they had money for care,workers who are injured on the job are often stuck with massive bills and lingering effects that could have been treated,160,186,39,158
200982,"In the chart below you can see that had you purchased shares of Coca-Cola stock at the beginning of 1998, a time period leading up to the dot com crash, you would have underperformed the market from that time forward.",had you purchased shares of Coca-Cola stock at the beginning of 1998,you would have underperformed the market from that time forward,36,103,153,215
200983,They think there might have been less euphoria had financial markets and policymakers been less fixated on GDP.,had financial markets and policymakers been less fixated on GDP,there might have been less euphoria,47,109,11,45
200984,"Obviously we'd rather beat than miss, and if you had held a gun to my head I would've expected us to go under the expectation, not over it.",if you had held a gun to my head,"I would've expected us to go under the expectation, not over it",42,73,75,137
200985,"He never would have succeeded if he hadn't had a clear objective, a vision for where he wanted to go, and he was willing to withstand the slings and arrows of the political wars in order to get there.","if he hadn't had a clear objective, a vision for where he wanted to go",He never would have succeeded,30,99,0,28
200986,"If we had arrived even a minute or two after we did, the leopard would have already laid down on the branch and, Nnko said, it's unlikely he would have spotted the animal.",If we had arrived even a minute or two after we did,"the leopard would have already laid down on the branch and, Nnko said, it's unlikely he would have spotted the animal",0,50,53,169
200987,Had there not been a video of him making his lewd and vulgar remarks about women we would have probably never received any kind of admission of guilt from Trump.,Had there not been a video of him making his lewd and vulgar remarks about women,we would have probably never received any kind of admission of guilt from Trump,0,79,81,159
200988,"If there were tighter political and fiscal integration, with the euro zone one unified economy, the argument goes, it would be in a much better position to weather its current distress.","If there were tighter political and fiscal integration, with the euro zone one unified economy",it would be in a much better position to weather its current distress,0,93,115,183
200989,"Bloomberg: Medicare Premiums Would Rise For 59% With Ryan PlanElderly people in Florida would have paid more than $200 extra for traditional Medicare if a system similar to Paul Ryan's proposed overhaul of the program was in place in 2010, according to the Kaiser Family Foundation.","if a system similar to Paul Ryan's proposed overhaul of the program was in place in 2010, according to the Kaiser Family Foundation",Bloomberg: Medicare Premiums Would Rise For 59% With Ryan PlanElderly people in Florida would have paid more than $200 extra for traditional Medicare,150,280,0,148
200990,"Had Meg Whitman been elected, yet another Republican governor would be demanding to spend federal high-speed rail money on highway expansion.",Had Meg Whitman been elected,yet another Republican governor would be demanding to spend federal high-speed rail money on highway expansion,0,27,30,139
200991,"""It would have been better if the federal government had said, look, to get these 20 million insured let's just expand Medicaid nationwide and let's leave everybody else alone,"" said Rickey Mathis, 56, a Georgian who voted for Trump and hasn't had insurance since the factory employing him closed in 2012.","if the federal government had said, look, to get these 20 million insured let's just expand Medicaid nationwide and let's leave everybody else alone",It would have been better,27,174,1,25
200992,"Be really grateful that our fund managers charged you absolutely nothing for this service, because if you'd had to pay the kind of overhead most mutual funds carry, it would have more than carried away your gains, and then some.",if you'd had to pay the kind of overhead most mutual funds carry,"it would have more than carried away your gains, and then some",99,162,165,226
200993,"""'If it came that I had only two choices, one was a tax increase and one was a cut in defense over and above where we already are, I would go to strengthen defense,'"" McKeon said.","'If it came that I had only two choices, one was a tax increase and one was a cut in defense over and above where we already are",I would go to strengthen defense,1,128,131,162
200994,"""Only wish President Graves had told the gathering how much freight rail works for the intermodal business.""",Only wish President Graves had told the gathering how much freight rail works for the intermodal business,{},1,105,-1,-1
200995,"But that is just a fraction of the damage that would have been done to Cypriot banks if Samaras had lost to leftist Alexis Tsipras, who threatened to toss out the bailout, and European leaders had responded by cutting off Greece's funding.",if Samaras had lost to leftist Alexis Tsipras,But that is just a fraction of the damage that would have been done to Cypriot banks,85,129,0,83
200996,"Drafted without a public hearing or the input of affected stakeholders, the draconian rules would have required a 30-day waiting period for abortions and mandated physical changes for abortion clinics and licensing procedures that state authorities could have used to immediately close all five of the legal facilities still operating in Louisiana.",the draconian rules would have required a 30-day waiting period for abortions and mandated physical changes for abortion clinics and licensing procedures,that state authorities could have used to immediately close all five of the legal facilities still operating in Louisiana,72,224,226,346
200997,"If Mrs Holland had not used her insurance card and instead paid outright herself, she would have been charged roughly $107 for 10 tablets of generic Tamiflu, according to several pharmacies contacted by the Financial Times.",If Mrs Holland had not used her insurance card,she would have been charged roughly $107 for 10 tablets of generic Tamiflu,0,45,82,155
200998,"""We must be a leading retailer, or developing a strategy which gives us a path for leadership -- if we can't see a winning path in a market we would have exited that market,"" he said.",if we can't see a winning path in a market we would have exited that market,"We must be a leading retailer, or developing a strategy which gives us a path for leadership",97,171,1,92
200999,"But such sentiments were scarce even 24 hours after the final vote, when emotions should have been raw.",emotions should have been raw,such sentiments were scarce,73,101,4,30
201000,"Duda said that if Netanyahu had said what was originally reported, ""Israel would not be a good place to meet in spite of the previous arrangements"".",Duda said that if Netanyahu had said what was originally reported,Israel would not be a good place to meet in spite of the previous arrangements,0,64,68,145
201001,"Next week we are not sure what will happen, but in 2018, a new CC would have been profitable in every zone and a new CT would have been profitable in 11 zones.",a new CC would have been profitable in every zone and a new CT would have been profitable in 11 zones,{},57,157,-1,-1
201002,"If you put a gun to the head of every Fed policymaker and economist and told them their life depended on the right call, the percentage forecasting a rise might fall.",If you put a gun to the head of every Fed policymaker and economist and told them their life depended on the right call,the percentage forecasting a rise might fall,0,118,121,164
201003,"if my wife had something like that i would have said: wow, what's that can I have some too? Yum, that's good, it must be expensive.",if my wife had something like that,i would have said: wow,0,33,35,56
201004,"Those kinds of things you would still dictate, but you would also use the EHR for what it's powerful at so you would end up with a more robust note than you would have if you had just been using the EHR or if you had just been using the taped dictation.",if you had just been using the EHR or if you had just been using the taped dictation,you would end up with a more robust note than you would have,168,251,107,166
201005,"If she had learned that on the eve of Rio 2016, and chose to skip the Games, few would have criticized her.","If she had learned that on the eve of Rio 2016, and chose to skip the Games",few would have criticized her,0,74,77,105
201006,"While Alltel may not have attracted other bids, its investors will never know what would have happened if the auction had run its course.",if the auction had run its course,what would have happened,103,135,78,101
201007,"Pepsi doesn't break out sales by beverage in its quarterly reports, but you can imagine the company would be crowing if the real sugar line had joined the billion-dollar club.",if the real sugar line had joined the billion-dollar club,you can imagine the company would be crowing,117,173,72,115
201008,"This revamped 11th favored Trump by a wide 56-40, but Holden's immense personal appeal with Trump-voting former Democrats in places like Schuylkill (where he was once sheriff) would have given him a fighting chance to keep winning this proposed district had it existed since 2012.",had it existed since 2012,Holden's immense personal appeal with Trump-voting former Democrats in places like Schuylkill (where he was once sheriff) would have given him a fighting chance to keep winning this proposed district,254,278,54,252
201009,"""This outcome will not only help consumers, but also Chrysler, as there was also danger that sales could decline if they had refused the recall,"" said Gutierrez.",if they had refused the recall,sales could decline,113,142,93,111
201010,"Democrats would have been the strong favorites to hold this seat again had Gov. Maggie Hassan sought re-election, but she recently decided to run against GOP Sen.",had Gov. Maggie Hassan sought re-election,Democrats would have been the strong favorites to hold this seat again,71,111,0,69
201011,"I know she is ill, she is lonely, and I wish she was a mother I could be there for, but she quite simply is not.",I wish she was a mother I could be there for,{},38,81,-1,-1
201012,"Regardless, this is good news for Republicans, who would have been utterly screwed had Rivera prevailed in next month's primary.",had Rivera prevailed in next month's primary,"Republicans, who would have been utterly screwed",83,126,34,81
201013,"Had Apple introduced an iPhone priced at $299, or even $349, gross margin may have fallen out of that range.","Had Apple introduced an iPhone priced at $299, or even $349",gross margin may have fallen out of that range,0,58,61,106
201014,"If that had happened, more progressive bills could have passed (liberals like it!), vulnerable members could have ducked more tough votes (moderates like it!), and the economy would be in better shape (incumbents like it!), but of course it didn't happen.",If that had happened,"more progressive bills could have passed (liberals like it!), vulnerable members could have ducked more tough votes (moderates like it!), and the economy would be in better shape",0,19,22,199
201015,Because they certainly wouldn't have been jacking up premiums if insurance reform had never happened.,if insurance reform had never happened,they certainly wouldn't have been jacking up premiums,62,99,8,60
201016,"And, David Ignatius, if you cared to look a little deeper even for today's column, you might have found some of that truth.","David Ignatius, if you cared to look a little deeper even for today's column",you might have found some of that truth,5,80,83,121
201017,"If enough night-time data had been collected, then even consumer-grade devices therefore may one day be able to offer preventive care.",If enough night-time data had been collected,then even consumer-grade devices therefore may one day be able to offer preventive care,0,43,46,132
201018,"""If there was a legal requirement to record every operation, then many surgeons would be resistant,""Dr. Teodoro Forcht Dagi of the American College of Surgeons Perioperative Care Committee told Dr. Sathya.",If there was a legal requirement to record every operation,then many surgeons would be resistant,1,58,61,97
201019,"""Jane Orient, MD, executive director of the Association of American Physicians and Surgeons, which successfully sued the task force for its lack of openness, tells WebMD, ""Her plan would have potentially either outlawed private medicine or made it virtually impossible to obtain it."", should the plan have been passed, of course.""",should the plan have been passed,Her plan would have potentially either outlawed private medicine or made it virtually impossible to obtain it,285,316,172,280
201020,"""Cauley notes that if not for having the small number of black women in the study, the estimates could not have been affected.""",if not for having the small number of black women in the study,the estimates could not have been affected,19,80,83,124
201021,"I think if I was given a ton of cash, that would have been a very different company than what I have today.",if I was given a ton of cash,would have been a very different company than what I have today,8,35,43,105
201022,It's Texas Independence Day and I wish I was in Austin.,I wish I was in Austin,{},32,53,-1,-1
201023,"Some of the lawyers had worried that if Trump had submitted to the interview, it could expose him to claims that he lied to the FBI, or made ""false statements,"" in legal terms.",if Trump had submitted to the interview,"it could expose him to claims that he lied to the FBI, or made ""false statements,"" in legal terms",37,75,78,174
201024,"If we knew in advance that Middleby would return more than 1,800% over the past decade, we'd have mortgaged our house on it -- and yours, too! It's easy to see which companies have been winning investments after the fact.","If we knew in advance that Middleby would return more than 1,800% over the past decade","we'd have mortgaged our house on it -- and yours, too",0,85,88,140
201025,"Being in the president's shoes, reporters will also zero in on what about the president's conduct raised the possibility he may have obstructed justice.",Being in the president's shoes,reporters will also zero in on what about the president's conduct raised the possibility he may have obstructed justice,0,29,32,150
201026,"That journey took the better of nine years, and I could not have done it had he not been willing to become caretaker to our children when I could not be there.",had he not been willing to become caretaker to our children when I could not be there,I could not have done it,73,157,48,71
201027,"If a few of Senate Democrats had their way, Jimmy Stewart's character in the classic film ""Mr. Smith Goes to Washington"" would have had a harder time blocking a Senate vote..",If a few of Senate Democrats had their way,"Jimmy Stewart's character in the classic film ""Mr. Smith Goes to Washington"" would have had a harder time blocking a Senate vote",0,41,44,171
201028,If I were selling used cars and 20 percent of them came back on the lot broken down within a month - you'd say I was a scoundrel and invoke 'lemon' laws to shut me down.,If I were selling used cars and 20 percent of them came back on the lot broken down within a month,you'd say I was a scoundrel and invoke 'lemon' laws to shut me down,0,97,101,167
201029,"""If you went to a car dealer in 1955 and demanded seat belts and air bags, they would look at you like you were nuts.""",If you went to a car dealer in 1955 and demanded seat belts and air bags,they would look at you like you were nuts,1,72,75,115
201030,I was at the Concert for Bangladesh and would have been at Woodstock had my parents not sent me to a convent/summer camp in Maine to keep me from going.,had my parents not sent me to a convent/summer camp in Maine to keep me from going,would have been at Woodstock,69,150,40,67
201031,"If Totten Glacier were to collapse completely, global sea levels would rise by at least 11 feet (3.3 meters).",If Totten Glacier were to collapse completely,global sea levels would rise by at least 11 feet (3.3 meters),0,44,47,107
201032,"MILTON FRIEDMAN, who would have turned 100 on July 31st had he lived, remains as relevant now as he was during his long life.",had he lived,"MILTON FRIEDMAN, who would have turned 100 on July 31st",56,67,0,54
201033,"If health insurers, such as UnitedHealth Group (NYSE:UNH), Aetna (NYSE:AET), and WellPoint (NYSE:ANTM), had allowed people with preexisting conditions, they'd overwhelm the insurance pool, driving up costs.","If health insurers, such as UnitedHealth Group (NYSE:UNH), Aetna (NYSE:AET), and WellPoint (NYSE:ANTM), had allowed people with preexisting conditions","they'd overwhelm the insurance pool, driving up costs",0,149,152,204
201034,"""I could have decided to accept the original undertakings but a number of suggestions were made ¡­""",I could have decided to accept the original undertakings,{},1,56,-1,-1
201035,"""I'm confident that we're tackling the right issues."" Clarke, a former Tesco shelf stacker, would have been entitled to a payout of about 372,000 pounds had he taken the 13.5 percent being paid to other executive directors.",had he taken the 13.5 percent being paid to other executive directors,"would have been entitled to a payout of about 372,000 pounds",153,221,92,151
201036,"""If (Kerkorian) had sold off his entire position that would have put an end to it once and for all."" Global Insight automotive analyst George Magliano agreed that Kerkorian's actions would keep investors guessing about his intentions.",If (Kerkorian) had sold off his entire position,that would have put an end to it once and for all,1,47,49,97
201037,"So, unless we learn more, this all looks like unappealing transactional politics rather than actual wrongdoing-and if the FBI ever had any concerns, they would have looked into this matter long ago.",if the FBI ever had any concerns,they would have looked into this matter long ago,115,146,149,196
201038,"'There are a couple that I wish were here tonight, and I would have said nice things, but we'll skip over that,' he said.",There are a couple that I wish were here tonight,I would have said nice things,1,48,55,83
201039,"If you'd decided to dump stocks like Intel and Cisco Systems after their horrible performance in 2002, you would have missed out on spectacular rebounds.",If you'd decided to dump stocks like Intel and Cisco Systems after their horrible performance in 2002,you would have missed out on spectacular rebounds,0,100,103,151
201040,"I tell you what if it was your home and your neighbors, you would feel differently.",if it was your home and your neighbors,you would feel differently,16,53,56,81
201041,"That indicates that Toys R Us had a much stronger effect on Hasbro than the manufacturer may have realized, and investors should expect the effects to linger.",Toys R Us had a much stronger effect on Hasbro than the manufacturer may have realized,investors should expect the effects to linger,20,105,112,156
201042,"In 2008, he said he was ""convinced that if there were no Fox News, I might be two or three points higher in the polls"".",if there were no Fox News,I might be two or three points higher in the polls,40,64,67,116
201043,"I take so much of other people's problems on board, it makes me poorly.I have to go on for my own family, but sometimes wish I didn't have to wake up.",but sometimes wish I didn't have to wake up,{},106,148,-1,-1
201044,"Earnings climbed 72% higher to $0.60 a share, but they would have been $0.67 a share if you back out stock-based compensation, or $0.79 a share if you also back out the $0.12 a share the company lost in its fledgling Japanese search engine operations.",if you back out stock-based compensation,"Earnings climbed 72% higher to $0.60 a share, but they would have been $0.67 a share",85,124,0,83
201045,Maybe things could have been different had Baidu (Nasdaq: BIDU) already delivered its quarterly results.,had Baidu (Nasdaq: BIDU) already delivered its quarterly results,Maybe things could have been different,39,102,0,37
201046,"""Madoff's scheme could not have been accomplished unless the UBS defendants had agreed to look the other way,"" while collecting at least $80 million in fees, he added.",unless the UBS defendants had agreed to look the other way,Madoff's scheme could not have been accomplished,50,107,1,48
201047,"""Halliburton believes that had BP conducted a cement bond log test, or had BP and others properly interpreted a negative-pressure test, these tests would have revealed any problems with Halliburton's cement,"" Halliburton said.","had BP conducted a cement bond log test, or had BP and others properly interpreted a negative-pressure test",these tests would have revealed any problems with Halliburton's cement,27,133,136,205
201048,He didn't have to acquiesce to the emergency declaration - he could have asserted the Senate's independence at a critical time by passing the spending bill without validating Mr. Trump's emergency declaration.,he could have asserted the Senate's independence at a critical time,{},59,125,-1,-1
201049,"""If there would have been a different decision, me and probably everyone else on the street would probably have gone to the bar."" He added that the high court ""kept us on pins and needles for a while"". The justices heard oral arguments in the case in November, six months ago.",If there would have been a different decision,me and probably everyone else on the street would probably have gone to the bar,1,45,48,126
201050,"Latef Alabi, the Linwood mosque's acting imam, said the death toll would have been far higher at the Linwood mosque if it wasn't for Aziz.",if it wasn't for Aziz,the death toll would have been far higher at the Linwood mosque,116,136,52,114
201051,"A year ago, when the men met for the first time, the Russian leader insisted that Russia had nothing to do with the attacks, telling Mr. Trump, as he later related to a reporter, ""If we did, we wouldn't have gotten caught, because we're professionals."".",If we did,"we wouldn't have gotten caught, because we're professionals",180,188,191,249
201052,"Had you used ""non-threatening"" instead (for both), I wouldn't point it out.","Had you used ""non-threatening"" instead (for both)",I wouldn't point it out,0,48,51,73
201053,"""And, frankly, had we even known that, I think we would have gotten a vote because we could have gotten somebody else,"" Trump said.",had we even known that,I think we would have gotten a vote because we could have gotten somebody else,15,36,39,116
201054,"""If I had one wish I would have never brought her in,"" said Stone, who met Janette in 2003 and married her three years later.",If I had one wish I would have never brought her in,{},1,51,-1,-1
201055,"If a 50-100 meter asteroid were to plunge down directly above a dense urban center, it would be a disaster to equal the worst a hurricane or earthquake could do.",If a 50-100 meter asteroid were to plunge down directly above a dense urban center,it would be a disaster to equal the worst a hurricane or earthquake could do,0,81,84,159
201056,"""But let us not forget that were it not for the expected swing vote of Anthony Kennedy, the court's conservative contingent would have upheld DOMA.""",were it not for the expected swing vote of Anthony Kennedy,the court's conservative contingent would have upheld DOMA,28,85,88,145
201057,"In a House Budget Committee hearing five years earlier, shortly after Mr. Kirk arrived in Congress, he talked about his time as ""a teacher, both nursery and middle school."" He added, ""I did leave the teaching profession, but if we had addressed some of the teacher development issues, which I want to raise with you, I might have stayed."".",if we had addressed some of the teacher development issues,I might have stayed,225,282,317,335
201058,"Elkin said he ""would have been happy"" had Trump described Jerusalem as Israel's united capital.",had Trump described Jerusalem as Israel's united capital,"he ""would have been happy""",38,93,11,36
201059,"Ultimately, the tick would have finished feeding and fallen off on its own, Felz says, but in cases where the person is not placed on a ventilator, death may occur before that happens.",the tick would have finished feeding and fallen off on its own,{},12,73,-1,-1
201060,"If you had told me in November last year that Caesars would squeeze short-sellers and quintuple in price in less than a year, I'd have laughed hysterically.",If you had told me in November last year,I'd have laughed hysterically,0,39,126,154
201061,"""If someone who worked for me had drafted that N.D.A., they would have been fired on the spot,"" he said.",If someone who worked for me had drafted that N.D.A,they would have been fired on the spot,1,51,55,92
201062,"I wish the president would have laid a stimulus package out before he left office, so that in September, October, November, December, there would have been a stimulus plan,' Romney said ...",I wish the president would have laid a stimulus package out before he left office,"so that in September, October, November, December, there would have been a stimulus plan",0,80,83,170
201063,"I am quite certain that had I been born just a decade later I would have been, without hesitation, put on medication for my ADHD.",had I been born just a decade later,"I would have been, without hesitation, put on medication for my ADHD",24,58,60,127
201064,"If America were a blank slate, Medicare for all would be a plausible policy, but we are not a blank slate.",If America were a blank slate,Medicare for all would be a plausible policy,0,28,31,74
201065,"A new paper, from Ann Harrison of the University of Pennsylvania and colleagues finds that if there had been no imports, median real wages in America in 2008 would have been 3% higher than they actually were.",if there had been no imports,median real wages in America in 2008 would have been 3% higher than they actually were,91,118,121,206
201066,"""The shame of all this is that if liberals had simply ignored the wacko white supremacists who gathered in Charlottesville, and who represent perhaps 0.01 percent of the conservative movement, their flame of hatred would have burned out quickly and quietly,"" Mr. Moore wrote.","if liberals had simply ignored the wacko white supremacists who gathered in Charlottesville, and who represent perhaps 0.01 percent of the conservative movement",their flame of hatred would have burned out quickly and quietly,31,190,193,255
201067,"She said so much of what I might offer: That grief is invisible, that it changes you, that the relationships you could have had with those you have lost are forever altered because of their absence.",the relationships you could have had with those you have lost,are forever altered because of their absence,91,151,153,196
201068,"I so agree with you that if people had ""personal understanding"" more awareness of the ways that disorders manifest, situations could be better managed.","if people had ""personal understanding"" more awareness of the ways that disorders manifest",situations could be better managed,25,113,116,149
201069,"And all of it has gone to large, highly rated issuers, most of whom would have had the option to raise money in euros or dollars even if the sterling bond market had remained closed.",if the sterling bond market had remained closed,"highly rated issuers, most of whom would have had the option to raise money in euros or dollars",134,180,33,127
201070,"In other words, if Trump had been a bit more discreet, he could have had this thing doctored up with language that accomplished the same thing, but which could be defended on some dubious legal ground-like the torture memos.",if Trump had been a bit more discreet,"he could have had this thing doctored up with language that accomplished the same thing, but which could be defended on some dubious legal ground",16,52,55,199
201071,"Reynolds, who took the top job at Putnam in 2008 after a long career at mutual fund firm Fidelity Investments, said some financial firms that collapsed recently would still be in business if the mark-to-market rule had been less strict.",if the mark-to-market rule had been less strict,some financial firms that collapsed recently would still be in business,188,234,116,186
201072,"She should have been ready, though: In her first campaign in 2012, Walorski squeaked out just a 49-48 win in what should have been an easy race.",Walorski squeaked out just a 49-48 win in what should have been an easy race,{},67,142,-1,-1
201073,"Losses would have been much worse in 2014 if not for a $9 million tax benefit, so this guidance suggests that profitability could improve significantly in 2015.",if not for a $9 million tax benefit,Losses would have been much worse in 2014,42,76,0,40
201074,"Even if EDF had managed to put together a higher bid for the company, it would have been tough for it to prevail in buying Constellation.",if EDF had managed to put together a higher bid for the company,it would have been tough for it to prevail in buying Constellation,5,67,70,135
201075,"It should have been a slam-dunk, said John Kasich, Ohio's Republican governor, who also backed Mr Balderson.",It should have been a slam-dunk,{},0,30,-1,-1
201076,"Now the failure for not being able to help a hospital change its culture is not my personal death, but it is most likely the unnecessary death of many patients who probably would have survived their care had the culture been different.",had the culture been different,but it is most likely the unnecessary death of many patients who probably would have survived their care,204,233,99,202
201077,David Cameron's unfair call upon the elderly generation to vote according to the interests of the young generation sounded a bit like: Why vote Leave when you are leaving soon anyhow? Had Remain been more responsive to the psychology of elderly people the results might have been different.,Had Remain been more responsive to the psychology of elderly people,the results might have been different,184,250,252,288
201078,The watchdog said last week that Europe's top banks would have needed to find 199 billion euros of extra capital if Basel III had been fully in place at the end of last year.,if Basel III had been fully in place at the end of last year,The watchdog said last week that Europe's top banks would have needed to find 199 billion euros of extra capital,113,172,0,111
201079,"Perhaps if I'd thought at all about muscle I would have been more inclined to, but all I ever cared about was absence of fat and consequent visibility of bone.",if I'd thought at all about muscle,I would have been more inclined to,8,41,43,76
201080,"The CBO estimates that Obamacare will lower full-time employment by 2.3m in 2021, compared with what might have been without reform.",compared with what might have been without reform,{},82,130,-1,-1
201081,"I don't want my kid to die and if picking up stars from sky could save his life, then I would have no hesitation in doing it, he says.",if picking up stars from sky could save his life,then I would have no hesitation in doing it,31,78,81,123
201082,"I truly wish I could provide detailed answers to all of the questions that have been and will be asked about how I got to the party, where it took place and so forth.",I truly wish I could provide detailed answers to all of the questions,{},0,68,-1,-1
201083,"""You have to ask how many more would have enrolled if there weren't this cloud hanging over the law and if the president was not saying that the markets are imploding or collapsing.""",if there weren't this cloud hanging over the law and if the president was not saying that the markets are imploding or collapsing,{},51,179,-1,-1
201084,"The Federal Reserve decision disappointed some investors who had hoped that the sharp share price falls during what has been called ""Red October"" might have encouraged the U.S.","The Federal Reserve decision disappointed some investors who had hoped that the sharp share price falls during what has been called ""Red October"" might have encouraged the U.S",{},0,174,-1,-1
201085,"But if you bought more of Kmart (NASDAQ:KMRT) as it fell, back when its ticker was KM before it emerged from bankruptcy protection, you'd have lost money.",But if you bought more of Kmart (NASDAQ:KMRT) as it fell,you'd have lost money,0,55,132,152
201086,"Even if hedge-fund managers did outperform a market index on a reliable basis, it would not solve the problem of pension funding.",Even if hedge-fund managers did outperform a market index on a reliable basis,it would not solve the problem of pension funding,0,76,79,127
201087,"Had Arizona Latinos voted Obama 80-20, and had everything else remained the same, it would've been a one-point state, well within the exit poll's margin of error.","Had Arizona Latinos voted Obama 80-20, and had everything else remained the same",it would've been a one-point state,0,79,82,115
201088,"I wonder how greater these figures would be if so many of the attendees, like myself, hadn't had problems with their cell service.","I wonder how greater these figures would be if so many of the attendees, like myself, hadn't had problems with their cell service",{},0,128,-1,-1
201089,"And had they done so, and I had got better, I don't know how I would have lived with the knowledge that their lives were wrecked for the sake of mine.","had they done so, and I had got better",I don't know how I would have lived with the knowledge that their lives were wrecked for the sake of mine,4,41,44,148
201090,"And even if it failed, it would remind Americans who is letting this happen: It's not just Donald Trump.",even if it failed,it would remind Americans who is letting this happen: It's not just Donald Trump,4,20,23,102
201091,"""Had it not been for Medicare, my business would have gone under,"" Black said, noting that her business would have likely been the first thing sold to cover the expenses.",Had it not been for Medicare,my business would have gone under,1,28,31,63
201092,"""Unfortunately, I have seen too many people delay effective treatment approaches and they come back a year later very disappointed, often with joint damage that could have been prevented if not for a multitude of reasons.""",if not for a multitude of reasons,joint damage that could have been prevented,187,219,143,185
201093,"Had the Socialists voted no, next year's referendum would have been extremely uncertain.",Had the Socialists voted no,next year's referendum would have been extremely uncertain,0,26,29,86
201094,Analysts say the economic downturn could have been even worse without additional supplies.,without additional supplies,the economic downturn could have been even worse,62,88,13,60
201095,"Now what: What may have hurt the stock more than the numbers, though, was the terse statement in the earnings release that the company ""continues to progress"" on its ""review of strategic alternatives"". That review was announced along with the previous quarter's earnings and may have gotten investors fired up that the company was on a path to sell itself.","What may have hurt the stock more than the numbers, though, was the terse statement in the earnings release","that the company ""continues to progress"" on its ""review of strategic alternatives""",10,116,118,199
